156	24,45,62,13,67,79,23,86,65,56
157	27,48,99,8,41,85,91,93,88,13
158	79,32,44,48,50,94,77,15,18,18
159	47,60,24,51,77,29,37,13,97,14
160	29,70,46,59,42,25,8,82,97,21
161	4,47,80,33,51,60,62,99,71,24
162	50,46,43,65,25,53,87,69,64,17
163	51,10,44,25,45,95,45,57,32,68
164	62,34,64,63,65,70,96,74,75,37
165	61,48,97,63,33,67,65,34,40,56
166	90,83,90,75,92,22,50,32,25,28
167	37,93,72,84,95,56,25,18,63,35
168	43,99,34,19,41,47,59,80,65,96
169	71,95,7,90,40,49,31,88,44,84
170	50,25,42,59,45,95,17,78,45,96
171	94,60,70,31,8,86,96,60,70,92
172	4,78,77,82,27,67,66,48,28,20
173	43,43,91,71,74,13,88,55,15,12
174	25,47,40,27,55,92,74,48,49,77
175	79,98,84,37,86,73,68,11,90,69
176	10,6,53,65,33,39,70,91,42,100
177	66,81,75,79,38,54,22,49,47,29
178	6,10,92,30,67,68,69,83,72,16
179	71,44,50,47,81,62,58,41,39,71
180	28,95,38,96,51,32,32,98,42,51
181	58,34,52,96,55,21,93,63,17,54
182	19,20,19,31,54,78,84,37,12,59
183	30,39,76,43,28,31,8,70,80,61
184	44,90,68,96,41,39,20,33,16,88
185	37,19,99,26,25,58,47,12,63,49
186	69,78,92,45,78,46,84,12,82,67
187	31,38,5,85,31,25,83,95,69,44
188	88,42,50,75,52,24,87,33,100,50
189	7,26,96,11,96,22,89,20,87,82
190	38,97,48,34,53,22,69,50,29,44
191	14,10,43,74,59,46,96,46,36,66
192	88,75,51,96,85,83,42,35,19,47
193	71,61,72,67,54,24,44,93,40,98
194	37,13,10,35,82,65,32,76,53,51
195	23,36,31,97,32,20,48,74,45,65
196	66,58,98,17,47,82,99,85,79,74
197	73,25,38,72,98,68,36,94,95,39
198	58,91,16,82,22,6,62,85,77,68
199	61,69,35,34,75,43,37,31,42,37
200	6,23,68,98,93,89,58,28,22,15
201	24,97,52,4,88,75,44,17,55,72
202	32,18,45,14,60,67,50,82,81,71
203	36,42,76,21,83,89,73,52,64,74
204	58,49,90,41,19,69,79,56,33,12
205	53,67,18,80,18,28,35,44,72,46
206	14,80,15,78,62,15,51,90,19,30
207	39,3,74,10,100,86,28,54,72,28
208	34,53,42,59,24,46,21,98,29,17
209	30,55,59,72,54,71,82,67,11,19
210	71,73,30,67,16,68,89,20,55,24
211	57,70,10,35,87,79,31,81,66,87
212	11,80,20,24,46,83,42,67,16,64
213	16,34,84,33,31,71,70,8,69,99
214	18,57,75,51,41,53,40,97,44,93
215	74,96,14,14,33,62,60,37,36,17
216	71,86,27,26,20,13,14,93,56,91
217	23,48,52,32,80,79,53,60,66,86
218	99,26,17,82,98,12,72,33,64,58
219	86,23,46,95,47,79,80,84,58,97
220	2,40,55,14,31,64,15,27,18,68
221	64,45,84,35,46,95,53,65,58,47
222	34,21,25,36,85,64,94,14,80,47
223	84,22,41,35,7,75,73,25,66,44
224	86,83,37,68,98,79,31,77,45,81
225	28,70,11,32,51,25,47,84,31,27
226	1,46,51,98,86,23,63,48,19,11
227	37,49,60,42,69,93,62,53,44,40
228	72,3,36,45,30,56,100,22,27,99
229	29,8,33,70,84,74,64,43,20,35
230	67,90,14,23,55,77,95,44,10,60
231	4,24,48,85,50,93,71,22,90,89
232	20,100,74,23,21,23,56,73,94,37
233	59,69,60,89,35,9,13,63,81,18
234	99,35,62,61,49,65,96,14,47,61
235	52,94,50,83,97,99,70,90,94,18
236	89,69,71,16,90,8,72,57,12,21
237	65,79,53,53,24,62,42,16,49,38
238	78,97,88,99,13,41,56,87,25,22
239	70,8,24,80,36,27,39,87,37,49
240	30,82,41,53,61,15,74,78,42,60
241	95,96,72,90,19,88,64,39,61,29
242	28,97,5,84,12,21,96,77,70,68
243	53,50,83,8,54,96,50,46,18,86
244	34,39,57,71,18,14,32,76,98,98
245	37,59,78,14,6,40,37,100,79,10
246	41,58,66,15,12,53,12,46,100,75
247	98,13,27,9,38,47,58,88,14,52
248	83,87,44,30,87,49,48,39,85,61
249	6,30,15,30,29,73,43,100,94,46
250	78,52,31,98,78,73,73,67,66,18
251	6,89,38,71,14,55,83,44,21,67
252	82,35,77,4,25,61,27,31,69,35
253	27,63,49,43,36,88,30,13,85,80
254	72,60,8,90,100,61,28,26,95,41
255	74,74,50,6,98,11,88,94,91,54
256	3,68,71,87,78,60,87,15,87,13
257	73,2,68,100,40,99,22,21,83,89
258	41,75,88,55,73,40,73,21,97,73
259	56,48,43,56,15,14,43,38,51,80
260	22,5,74,73,69,78,43,41,47,50
261	97,44,28,53,44,69,58,86,96,13
262	100,2,96,20,34,20,28,65,9,90
263	16,78,61,56,24,39,67,35,73,81
264	42,28,46,39,52,75,10,64,16,85
265	9,23,63,17,100,24,47,22,18,58
266	52,26,98,25,39,78,66,45,52,93
267	88,70,11,15,55,84,16,93,55,25
268	90,94,96,83,68,47,8,64,41,29
269	14,71,93,75,23,49,85,59,87,71
270	78,28,87,80,79,24,87,78,79,27
271	9,44,44,76,72,92,80,83,72,67
272	54,81,44,79,78,31,39,80,17,17
273	84,72,33,94,18,73,63,75,76,63
274	25,42,70,84,12,53,80,38,98,53
275	2,13,30,29,10,85,24,37,94,28
276	64,20,25,58,8,22,31,42,9,14
277	30,34,8,10,40,25,84,63,35,52
278	90,10,43,16,88,44,69,64,72,41
279	34,96,54,56,36,90,91,34,44,30
280	92,100,97,86,89,28,63,100,85,30
281	92,23,57,28,56,48,20,18,76,95
282	59,86,57,84,56,65,97,62,63,11
283	42,14,3,84,33,96,98,66,26,63
284	72,64,7,60,68,33,70,17,45,25
285	44,11,71,32,94,36,76,78,60,42
286	75,86,100,32,75,62,94,72,93,51
287	23,12,80,59,10,88,86,98,62,81
288	23,40,69,95,7,74,69,31,26,89
289	11,10,78,98,98,36,33,89,81,96
290	34,32,36,89,97,60,49,59,70,93
291	75,89,88,50,42,84,96,40,34,26
292	46,17,23,97,6,19,41,91,48,13
293	31,43,76,82,28,91,98,19,79,19
294	72,12,17,41,65,87,18,11,68,45
295	69,43,76,80,59,72,70,87,77,49
296	39,35,86,30,42,68,31,63,56,45
297	21,10,82,66,66,10,40,60,66,57
298	49,26,27,13,72,54,56,64,94,41
299	62,38,53,23,54,87,62,33,57,14
300	62,15,95,92,6,45,17,78,11,76
301	51,29,61,91,17,23,27,83,86,34
302	68,94,75,11,98,96,30,63,27,17
303	38,21,72,84,18,62,63,10,53,73
304	69,55,67,61,69,51,79,82,25,70
305	5,17,3,5,84,97,58,60,86,54
306	7,88,91,96,95,19,60,54,76,57
307	63,9,86,90,67,88,30,17,100,57
308	36,26,72,11,90,96,52,29,15,98
309	33,43,9,88,6,67,20,27,75,78
310	29,45,18,64,59,82,49,90,30,52
311	43,72,53,30,27,70,95,77,32,27
312	40,78,9,22,66,67,81,32,58,40
313	50,18,39,25,80,52,94,70,59,69
314	9,47,44,26,63,13,92,18,43,39
315	1,50,89,64,72,15,30,96,46,59
316	84,53,75,68,57,78,69,8,80,69
317	85,19,44,18,32,37,32,26,62,61
318	95,59,23,80,96,40,8,80,17,27
319	81,10,22,47,85,41,81,17,27,31
320	82,95,55,79,54,15,10,72,79,77
321	74,5,21,88,54,97,14,14,23,72
322	21,42,75,99,60,44,48,21,73,39
323	100,18,66,6,65,52,88,38,45,53
324	24,12,65,58,32,23,100,74,46,68
325	2,63,17,92,49,99,43,86,89,51
326	96,96,16,46,73,91,11,46,89,30
327	23,38,57,96,31,50,55,29,62,78
328	66,60,8,83,77,48,73,29,61,99
329	65,93,14,18,37,36,64,34,56,74
330	47,24,97,76,83,12,87,87,55,23
331	15,95,98,54,68,16,85,41,71,95
332	51,82,7,13,15,23,80,45,69,98
333	62,86,29,60,100,56,75,77,27,53
334	90,27,97,86,55,85,92,84,54,47
335	28,17,83,99,35,29,98,56,94,75
336	72,57,19,39,91,89,29,14,80,75
337	84,65,53,8,23,19,14,60,83,85
338	25,47,89,56,92,59,83,73,69,31
339	72,89,25,38,69,78,43,41,63,72
340	69,97,42,44,52,43,59,43,81,99
341	1,28,17,38,100,14,46,81,69,29
342	49,83,5,15,51,69,23,9,22,75
343	61,74,93,97,76,75,75,20,19,40
344	19,11,60,63,5,83,71,40,53,97
345	26,25,7,24,55,50,24,97,57,49
346	46,53,22,4,13,97,12,23,99,20
347	81,45,24,6,88,78,65,25,42,46
348	48,57,25,23,97,57,99,12,57,50
349	1,48,12,32,24,44,9,21,28,21
350	17,46,3,81,75,99,24,70,95,45
351	38,36,88,24,32,50,27,20,71,17
352	91,86,7,86,62,20,46,66,30,68
353	12,42,61,21,82,92,21,40,33,16
354	25,39,26,83,29,27,52,53,80,69
355	100,69,8,33,29,10,21,70,71,90
356	24,27,77,79,70,42,100,55,85,15
357	95,76,86,29,32,65,58,71,66,33
358	16,71,64,38,61,48,94,58,64,65
359	86,95,72,30,86,69,77,61,47,80
360	32,46,47,44,10,21,51,55,26,49
361	94,58,24,44,18,12,70,28,66,87
362	12,61,91,7,26,11,21,10,61,41
363	49,93,47,26,88,83,82,35,80,55
364	21,12,37,22,53,78,25,27,99,42
365	6,64,81,84,42,44,43,38,90,10
366	75,85,76,46,22,66,10,33,48,30
367	9,67,9,43,59,91,63,62,84,27
368	53,87,8,34,79,91,8,80,18,16
369	39,56,88,7,73,27,55,17,66,95
370	73,92,25,68,69,35,69,10,47,100
371	57,78,55,30,82,44,13,46,53,75
372	27,23,44,8,57,73,93,81,12,25
373	43,42,67,26,15,73,100,77,62,89
374	7,4,75,75,16,60,10,13,65,89
375	71,73,60,8,64,57,56,49,94,17
376	51,9,99,96,81,18,36,15,91,98
377	75,90,15,60,90,62,73,27,94,17
378	71,36,11,60,85,33,31,85,31,65
379	18,42,87,33,87,14,82,67,95,99
380	89,77,3,19,13,98,11,47,45,53
381	19,54,36,73,99,96,67,53,41,52
382	31,35,37,92,45,26,33,45,58,30
383	41,77,42,53,8,60,96,35,55,41
384	96,23,4,38,80,42,8,95,84,50
385	93,71,25,16,23,45,46,15,11,91
386	12,57,27,29,64,60,34,34,31,82
387	65,69,63,12,22,17,58,45,75,66
388	99,40,29,93,44,99,41,54,19,58
389	50,64,11,86,80,29,54,44,62,82
390	33,23,9,5,84,37,48,51,29,89
391	63,12,44,4,73,29,15,89,62,76
392	39,94,88,47,8,94,64,36,78,77
393	94,28,79,65,8,83,99,23,86,25
394	96,47,54,10,99,27,88,54,96,64
395	88,87,82,39,63,77,70,81,76,56
396	33,89,81,85,87,67,44,73,51,71
397	35,45,40,79,96,52,94,24,30,87
398	53,2,64,73,68,90,26,26,22,60
399	12,47,16,20,14,31,91,44,62,53
400	75,8,5,97,47,43,60,28,38,95
401	34,38,97,8,52,74,42,9,46,71
402	22,48,34,46,55,83,75,66,92,96
403	33,27,35,22,44,39,59,81,84,78
404	95,31,63,34,37,37,12,75,60,68
405	23,86,75,58,44,39,100,28,81,54
406	65,21,30,95,60,45,12,79,38,32
407	80,75,12,79,69,65,23,95,44,98
408	33,52,74,41,16,54,64,57,35,95
409	96,54,76,50,69,54,75,42,39,81
410	23,18,3,78,41,67,51,35,71,84
411	50,50,18,100,68,23,98,51,77,22
412	50,25,41,73,59,85,36,69,24,60
413	61,29,97,96,58,14,93,62,11,73
414	33,7,9,16,76,59,100,98,50,21
415	97,10,75,13,89,90,51,51,80,18
416	10,63,35,98,56,46,15,31,17,100
417	21,53,66,43,47,48,31,34,20,49
418	3,82,88,4,44,34,84,91,57,59
419	19,55,27,41,59,82,98,87,73,87
420	13,84,87,75,10,8,41,90,9,45
421	16,91,45,94,91,39,92,12,26,31
422	51,54,42,20,78,12,34,89,81,85
423	64,19,91,16,42,23,98,100,26,62
424	13,59,25,75,17,69,41,98,81,64
425	95,53,69,34,99,66,56,29,21,17
426	58,86,62,61,69,11,70,80,62,87
427	44,91,15,41,66,29,42,84,56,39
428	8,15,86,96,89,67,52,68,13,66
429	100,24,87,56,36,100,22,53,71,72
430	63,10,18,89,90,73,92,45,63,86
431	46,52,62,74,22,96,93,13,29,58
432	31,93,92,95,28,87,97,58,75,13
433	73,5,32,95,42,99,60,16,91,91
434	1,40,58,67,19,98,11,39,95,80
435	88,67,41,50,74,14,56,16,98,94
436	38,20,29,25,90,24,79,10,32,92
437	26,26,30,38,75,16,41,33,71,90
438	10,55,27,98,84,61,60,68,25,17
439	23,5,94,39,36,89,96,69,31,77
440	88,48,41,17,71,71,81,33,45,47
441	55,57,38,25,84,39,61,34,56,77
442	17,98,31,96,49,90,56,59,53,25
443	44,89,57,36,36,46,9,52,89,46
444	67,74,77,66,20,35,25,30,99,82
445	81,73,43,18,85,86,55,13,91,78
446	30,82,53,94,12,97,13,48,12,38
447	75,81,35,27,88,22,56,29,80,25
448	27,75,50,32,46,20,50,19,46,74
449	25,96,30,50,32,40,31,23,72,86
450	99,21,62,72,15,86,94,91,18,98
451	42,30,21,12,37,78,68,79,66,50
452	86,43,76,8,37,61,50,74,14,18
453	1,75,64,78,100,64,50,67,9,57
454	5,75,55,30,59,41,88,90,66,39
455	29,66,12,46,61,83,96,27,91,83
456	51,31,40,98,55,72,71,98,85,27
457	73,32,86,22,21,81,65,58,76,31
458	75,66,21,11,30,82,36,84,13,88
459	72,58,74,42,82,90,98,66,10,37
460	16,80,98,25,18,33,98,90,42,99
461	65,82,74,17,57,32,15,71,92,84
462	51,44,24,92,58,17,99,32,31,27
463	60,52,3,58,35,49,17,16,65,21
464	64,83,51,41,93,63,71,25,64,15
465	43,11,75,32,46,24,39,50,50,61
466	52,33,64,80,53,34,86,77,67,45
467	75,90,3,24,43,83,88,50,46,18
468	50,56,4,16,59,13,26,54,53,33
469	78,23,43,29,54,48,19,38,12,36
470	21,59,60,79,66,64,55,75,25,66
471	63,3,27,53,37,57,39,18,82,66
472	73,62,56,25,34,25,98,89,68,14
473	57,87,58,67,99,91,12,73,56,70
474	11,17,52,67,5,18,69,92,78,97
475	47,90,34,84,23,53,99,26,16,83
476	98,43,40,20,46,32,66,89,29,31
477	53,86,13,66,35,12,71,23,18,53
478	75,58,18,23,88,32,31,43,26,20
479	53,69,89,81,50,90,35,47,15,91
480	24,38,65,38,95,36,54,93,20,18
481	15,57,55,73,36,22,8,9,94,89
482	86,36,41,49,40,31,91,25,34,87
483	82,29,29,99,48,35,79,39,44,95
484	70,16,18,47,41,23,61,45,64,96
485	5,62,21,90,87,49,60,60,57,10
486	7,86,75,99,13,68,92,20,71,10
487	77,43,17,30,62,29,64,48,21,34
488	15,90,17,19,100,8,51,72,22,96
489	12,92,67,83,52,85,64,90,26,74
490	79,64,80,86,9,52,86,14,23,37
491	97,24,85,5,99,92,32,30,55,59
492	32,98,87,14,95,86,97,95,91,71
493	41,7,70,16,53,91,41,67,82,36
494	74,67,87,72,62,23,9,46,44,96
495	44,83,54,52,76,42,8,69,35,42
496	88,81,64,90,48,65,40,48,22,62
497	32,96,85,4,100,62,14,13,62,80
498	15,82,41,4,43,42,80,42,37,58
499	74,89,22,21,92,48,79,98,31,31
500	94,86,26,74,83,28,100,16,71,71
501	88,88,91,54,53,10,87,38,40,73
502	38,24,70,55,27,11,84,14,34,71
503	6,75,6,96,61,92,97,37,82,87
504	67,96,79,10,61,33,99,63,43,22
505	58,84,27,49,39,9,73,10,62,82
506	25,81,71,29,49,66,70,49,53,42
507	100,10,83,15,10,91,81,74,62,93
508	26,86,34,24,94,89,93,57,90,76
509	9,21,93,42,38,25,32,57,30,23
510	15,75,6,64,25,33,72,50,88,21
511	6,50,99,64,15,38,93,43,74,37
512	54,47,15,15,39,26,87,85,69,96
513	40,54,78,45,72,24,31,9,48,52
514	23,74,18,83,71,7,34,67,50,66
515	68,75,80,55,14,88,82,13,85,64
516	83,90,37,60,51,89,14,79,78,72
517	26,87,50,90,80,55,61,58,83,75
518	69,94,42,63,29,14,70,56,91,88
519	46,67,69,31,41,64,40,97,21,48
520	64,61,45,44,67,20,86,10,66,35
521	6,64,45,62,86,38,52,56,28,32
522	40,83,18,25,31,32,13,87,40,28
523	28,88,88,19,66,92,87,89,63,56
524	61,56,85,56,48,18,55,71,29,82
525	9,39,42,41,55,51,60,49,56,70
526	21,60,97,16,81,73,100,56,79,13
527	71,59,32,28,39,46,98,98,41,41
528	49,60,93,74,46,90,66,100,25,64
529	56,88,68,99,49,50,47,44,72,35
530	70,81,79,57,42,26,73,27,45,18
531	58,62,76,72,60,86,52,67,95,36
532	90,13,77,91,67,72,37,77,90,83
533	21,14,79,64,38,31,89,71,80,72
534	78,93,99,44,97,33,43,54,36,94
535	75,97,48,96,20,36,33,63,93,21
536	3,52,57,63,51,91,57,42,85,23
537	76,29,19,43,49,41,63,58,40,47
538	90,67,83,87,34,15,77,79,66,64
539	54,20,59,22,53,38,76,35,100,85
540	23,73,41,18,17,35,39,53,51,62
541	86,79,14,87,99,93,10,60,69,17
542	98,7,42,29,58,48,26,81,95,45
543	89,50,40,49,74,61,84,90,83,40
544	97,18,3,20,37,63,60,12,35,26
545	15,59,29,38,64,28,63,71,31,39
546	87,98,45,9,96,80,20,59,81,18
547	39,23,51,65,30,59,41,9,53,55
548	82,22,97,33,82,79,44,85,31,70
549	83,88,92,58,38,56,24,59,96,37
550	48,58,13,56,84,7,45,50,42,97
551	71,92,65,99,65,94,98,58,66,30
552	5,41,27,70,22,90,72,12,32,79
553	35,88,36,69,96,32,88,49,51,62
554	1,49,57,94,42,17,33,8,44,31
555	75,34,61,39,82,93,25,69,87,69
556	80,2,29,86,29,96,66,79,94,17
557	16,54,24,81,39,56,16,13,80,20
558	1,35,29,43,28,42,86,71,39,59
559	62,7,99,93,71,51,78,64,62,75
560	98,13,99,48,89,22,12,71,64,92
561	14,47,33,19,98,69,76,64,54,63
562	2,8,65,37,14,50,16,16,80,59
563	71,65,73,29,73,82,47,42,80,79
564	27,64,23,37,70,70,58,41,62,82
565	60,93,85,88,11,53,29,43,19,56
566	81,9,88,15,29,94,55,53,15,93
567	93,23,77,15,78,86,38,76,65,35
568	75,99,61,53,65,89,89,72,17,44
569	2,46,83,56,84,23,33,84,78,95
570	70,36,72,81,96,23,15,75,37,21
571	37,30,53,39,58,68,93,58,41,28
572	28,67,25,89,66,43,22,41,72,13
573	19,49,8,59,46,52,7,99,39,16
574	18,52,24,78,19,46,59,52,53,46
575	89,39,71,74,9,11,95,42,9,39
576	84,77,31,12,72,90,15,98,63,52
577	33,96,14,99,99,80,42,29,20,86
578	27,54,100,15,53,99,37,55,30,23
579	16,88,68,89,15,35,89,22,25,94
580	70,75,14,61,68,40,96,54,39,33
581	38,68,18,58,63,27,9,46,97,11
582	79,55,84,50,76,42,67,49,52,56
583	66,69,98,25,70,40,65,9,56,76
584	35,7,39,96,32,92,65,56,14,25
585	67,95,48,94,19,54,44,38,93,22
586	9,27,79,10,37,58,27,55,31,62
587	11,31,83,37,86,23,13,51,60,16
588	58,41,28,26,9,51,49,23,40,53
589	67,71,23,95,100,68,78,63,84,34
590	73,16,94,21,14,98,25,53,16,65
591	69,20,100,57,18,22,88,47,69,89
592	17,86,47,82,92,49,72,32,85,99
593	21,14,8,31,36,90,44,83,85,19
594	3,27,4,100,48,66,45,44,38,66
595	36,24,71,55,44,62,21,55,68,94
596	14,65,85,90,18,83,89,10,69,55
597	41,70,25,9,77,16,55,89,17,87
598	94,74,88,79,13,29,81,71,10,28
599	60,62,33,70,44,16,84,19,95,18
600	11,75,19,35,97,44,94,38,55,52
601	84,29,84,46,47,14,89,73,18,39
602	35,33,5,76,89,9,20,96,67,27
603	63,33,12,17,7,54,14,42,99,21
604	18,11,9,76,16,54,41,41,13,77
605	44,28,87,14,52,29,50,66,100,84
606	89,22,52,77,17,96,38,80,86,57
607	3,49,60,93,49,75,57,89,45,63
608	36,81,59,31,88,83,61,66,57,18
609	60,13,88,66,5,69,77,31,89,93
610	97,3,69,11,41,23,70,32,59,95
611	82,52,67,23,17,88,26,56,96,60
612	20,80,99,90,97,97,81,54,69,53
613	73,19,3,34,86,56,46,20,42,27
614	73,30,70,82,71,72,31,66,60,22
615	53,93,8,78,42,12,9,26,45,58
616	51,72,19,71,90,83,51,30,50,50
617	20,36,15,33,87,70,31,24,29,97
618	16,60,59,72,79,66,66,29,83,87
619	23,2,90,86,18,61,51,88,22,89
620	93,56,46,31,74,29,44,24,100,67
621	58,63,46,62,98,16,7,98,37,10
622	100,85,36,58,95,26,62,100,90,72
623	30,80,72,92,74,57,64,27,73,26
624	29,96,57,24,100,28,72,46,63,10
625	89,39,65,68,16,14,21,69,81,64
626	25,75,36,96,45,93,80,59,87,86
627	30,26,57,14,92,90,17,20,77,98
628	56,81,69,46,6,14,88,21,54,67
629	16,59,18,82,32,99,79,68,76,19
630	6,35,38,36,15,49,95,38,42,82
631	38,73,27,62,16,9,51,24,50,98
632	36,36,71,35,59,95,52,40,11,62
633	42,8,50,76,50,89,40,89,33,19
634	26,11,91,81,5,13,17,10,82,48
635	47,82,92,10,13,90,98,93,26,27
636	31,92,27,29,17,97,87,72,69,60
